user;date;text;location;retweeter_usr
jamesfoley57;Sat Feb 12 12:05:30 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Sheffield, England;KatyaYushchenko
mk_okra;Sat Feb 12 12:05:23 +0000 2022;"RT @MadamMiaow: It’s crucial to know how the mainstream media are driving us to war with Russia and China by twisting events &amp; bombarding u…";afrika 🌍;KatyaYushchenko
julietfes;Sat Feb 12 12:05:18 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Florida, USA;KatyaYushchenko
BCreekPilot;Sat Feb 12 12:05:17 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Ohio, USA;KatyaYushchenko
YahuzaAmadu;Sat Feb 12 12:05:17 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Abuja- Nigeria ;KatyaYushchenko
AwkwardOrchid2;Sat Feb 12 12:05:05 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Australia;KatyaYushchenko
manzurali;Sat Feb 12 12:04:37 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";United States;KatyaYushchenko
BensSpectacles;Sat Feb 12 12:04:12 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;TruthJusticeAmerican Way;KatyaYushchenko
BeadArtist1;Sat Feb 12 12:04:07 +0000 2022;"RT @ToryFibs: International Criminal Court reports

US
UK
Israel
Palestine
Russia
Ukraine

all under investigation for war crimes

https://…";#JC4PM #Anti-TERF ;KatyaYushchenko
Fio_edwards;Sat Feb 12 12:04:06 +0000 2022;RT @NCWBritain: As the US cold war against Russia heats up, with the horrific threat that the current crisis in Ukraine could escalate into…;London;KatyaYushchenko
jeshua_7;Sat Feb 12 12:04:05 +0000 2022;RT @MailOnline: Western citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/y7q3r…;london;KatyaYushchenko
kos2sok;Sat Feb 12 12:04:05 +0000 2022;RT @philthatremains: There’s no reason for the U.S. to involve itself in a war between Ukraine and Russia full stop;The path of entanglement;KatyaYushchenko
VALERIEin140;Sat Feb 12 12:04:03 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Moscow, Russia;KatyaYushchenko
beachbum_brad;Sat Feb 12 12:03:49 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;North Carolina, USA;KatyaYushchenko
fakaaOfficiel;Sat Feb 12 12:03:47 +0000 2022;RT @Irunnia_: So Russia is about to go to war with Ukraine. I think Nigeria should support Ukraine and go to war with Russia. Who else is w…;Africaa. ⭐🌍;KatyaYushchenko
LangDixon1991;Sat Feb 12 12:03:40 +0000 2022;"RT @DrewHLive: Biden “claimed” to pull out of Afghanistan cause it was time to end a pointless war

Then months later attempts to spark a n…";Tennessee, USA;KatyaYushchenko
damanrambo;Sat Feb 12 12:03:23 +0000 2022;RT @fToRrEeEsSt: The truth is Russias problem actually isnt really with Ukraine, this is actually over a deal between Nato and Russia in Uk…;Springfield, OH;KatyaYushchenko
thehuwdavies;Sat Feb 12 12:03:18 +0000 2022;RT @mattzarb: Cheering on the prospect of “standing up to Putin” by going to war with Russia, pretending they have friends in Ukraine who a…;Cardiff, Wales;KatyaYushchenko
lindakanihan;Sat Feb 12 12:03:02 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Massachusetts, USA;KatyaYushchenko
onfaitavec;Sat Feb 12 12:02:55 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";Rio de Janeiro;KatyaYushchenko
oruskobaro;Sat Feb 12 12:02:52 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Lagos, Nigeria;KatyaYushchenko
MerylLeah912;Sat Feb 12 12:02:51 +0000 2022;RT @jwleonardjones: @oneunderscore__ And there it is. Russia and Facebook again. And Biden is fighting a two front war - destabilization on…;Central New Jersey;KatyaYushchenko
Vickyku80304975;Sat Feb 12 12:02:38 +0000 2022;"RT @aajtak: रूस-यूक्रेन विवाद में क्या रहेगी भारत की भूमिका?
#Ukraine #Russia #USA #War #RE 
देखिये #Khabardar @SwetaSinghAT के साथ https:/…";Katihar, India;KatyaYushchenko
StillServingDSS;Sat Feb 12 12:02:37 +0000 2022;RT @yarotrof: War drums beating louder. U.S. orders most diplomats out of Ukraine, suspends consular services in Kyiv. Russia, too, begins…;South Asia, Europe, Mideast;KatyaYushchenko
JP_Reinhard;Sat Feb 12 12:02:34 +0000 2022;RT @sam_d_1995: it’s remarkable to see how many people are comparing Russia’s imminent invasion of Ukraine to the Iraq war without realizin…;Silver Spring, MD;KatyaYushchenko
ToryFibs;Sat Feb 12 12:02:31 +0000 2022;"RT @ToryFibs: International Criminal Court reports

US
UK
Israel
Palestine
Russia
Ukraine

all under investigation for war crimes

https://…";Belfast ;KatyaYushchenko
Manner_shhh;Sat Feb 12 12:02:28 +0000 2022;"RT @NewsArenaIndia: Breaking News

Russia is reducing its diplomatic staff in Ukraine. Seems war is inevitable now.";Boston;KatyaYushchenko
LemieuxBTC;Sat Feb 12 12:02:19 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Canada;KatyaYushchenko
fvalemus;Sat Feb 12 12:02:18 +0000 2022;RT @Fio_edwards: As the war-mongers in Washington and London escalate their war-mongering against Russia, remember that the first casualty…;+62, +61, +86, +1;KatyaYushchenko
cari68lea;Sat Feb 12 12:02:14 +0000 2022;RT @TheresaAFallon: China has joined the list of countries warning its citizens in Ukraine. But Beijing, which has offered firm support to…;paris;KatyaYushchenko
Dantomlom2;Sat Feb 12 12:02:09 +0000 2022;"RT @_InThisTogether: Total, unmitigated, propagandist dross. If the US &amp; UK persist in cajoling the Ukraine into joining NATO then they wil…";England, United Kingdom;KatyaYushchenko
CW641;Sat Feb 12 12:01:53 +0000 2022;"RT @_InThisTogether: Total, unmitigated, propagandist dross. If the US &amp; UK persist in cajoling the Ukraine into joining NATO then they wil…";Goloka Vrindavan;KatyaYushchenko
jayneb64;Sat Feb 12 12:01:52 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…"; ;KatyaYushchenko
PabloPerezA;Sat Feb 12 12:01:50 +0000 2022;RT @herszenhorn: Germany has now joined countries urging citizens to leave Ukraine asap. Kyiv is quiet. Ukraine urging calm. Here's our @PO…;España;KatyaYushchenko
DoctorRobin;Sat Feb 12 12:01:47 +0000 2022;RT @GerberKawasaki: War is not the answer. We must show strength and resolve against Russian and Chinese aggression. The world must work to…;Orange County, California;KatyaYushchenko
preyeyinkore;Sat Feb 12 12:01:37 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;at peace with myself;KatyaYushchenko
dragohylndr;Sat Feb 12 12:01:33 +0000 2022;RT @stopsilencing2: It’s very depressing that we have to worry about whether Russia is truly a dire threat to Ukraine or if this is being m…;Wichita, KS;KatyaYushchenko
SundayD24112210;Sat Feb 12 12:01:32 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Lagos, Nigeria;KatyaYushchenko
ThomasEGarrett;Sat Feb 12 12:01:31 +0000 2022;RT @MaximEristavi: it takes no labor to understand the stoicism and calm of ukrainians once you realize russia has already invaded ukraine.…;Warsaw;KatyaYushchenko
certifiedsage10;Sat Feb 12 12:01:17 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Theater of Dreams;KatyaYushchenko
guusvantoos;Sat Feb 12 12:01:16 +0000 2022;RT @yarotrof: War drums beating louder. U.S. orders most diplomats out of Ukraine, suspends consular services in Kyiv. Russia, too, begins…;Tussen hier en elders.;KatyaYushchenko
Interpreter_Mag;Sat Feb 12 12:01:11 +0000 2022;RT @DougKlain: Much-needed rebuttal from @Russian_Starr to American progressive voices who weren’t ready to weigh in to the conversation on…;New York City;KatyaYushchenko
FULGOREY2K;Sat Feb 12 12:01:08 +0000 2022;RT @Fio_edwards: As the war-mongers in Washington and London escalate their war-mongering against Russia, remember that the first casualty…;at my place and work;KatyaYushchenko
JudyJudyinTexas;Sat Feb 12 12:00:36 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Dallas, TX;KatyaYushchenko
KayBall77922912;Sat Feb 12 12:00:34 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;The world;KatyaYushchenko
suetonii;Sat Feb 12 12:00:32 +0000 2022;RT @stopsilencing2: It’s very depressing that we have to worry about whether Russia is truly a dire threat to Ukraine or if this is being m…;PA;KatyaYushchenko
Vinterstellar;Sat Feb 12 12:00:31 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;H-Tine,Tejas;KatyaYushchenko
LizDolphinfluff;Sat Feb 12 12:00:28 +0000 2022;RT @cosmicjester: For those that lived through the invasion of Iraq, it feels surreal comparing the drumming up for war in the leadup to th…; Ginninderra Creek Canberra Oz;KatyaYushchenko
LindenLyn;Sat Feb 12 11:59:58 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Devon;KatyaYushchenko
fkfhbr;Sat Feb 12 11:59:52 +0000 2022;RT @MaximEristavi: it takes no labor to understand the stoicism and calm of ukrainians once you realize russia has already invaded ukraine.…;Ukraine, Kyiv;KatyaYushchenko
KarlHeinrichMm;Sat Feb 12 11:59:45 +0000 2022;RT @TheresaAFallon: China has joined the list of countries warning its citizens in Ukraine. But Beijing, which has offered firm support to…;London, United Kingdom;KatyaYushchenko
luizhsrodrigues;Sat Feb 12 11:59:40 +0000 2022;RT @sam_d_1995: it’s remarkable to see how many people are comparing Russia’s imminent invasion of Ukraine to the Iraq war without realizin…;Niterói, Brasil;KatyaYushchenko
maria09121953;Sat Feb 12 11:59:40 +0000 2022;RT @chitowntoktown: Reminder: Russia invaded Ukraine 8 years ago. It’s Europe’s only ongoing, shooting war. 7.2% of Ukraine’s territory is…;Украина;KatyaYushchenko
vtimasheff;Sat Feb 12 11:59:40 +0000 2022;RT @yarotrof: War drums beating louder. U.S. orders most diplomats out of Ukraine, suspends consular services in Kyiv. Russia, too, begins…;Deutschland;KatyaYushchenko
MissMon_D;Sat Feb 12 11:59:32 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;the twilight zone apparently;KatyaYushchenko
JosephRamelli;Sat Feb 12 11:59:29 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;The Left Coast;KatyaYushchenko
diederik_de;Sat Feb 12 11:59:27 +0000 2022;RT @MailOnline: Western citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/y7q3r…;Sint-Amands (ad Schelde);KatyaYushchenko
akanegbuf;Sat Feb 12 11:59:23 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Nigeria;KatyaYushchenko
maria09121953;Sat Feb 12 11:59:19 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Украина;KatyaYushchenko
VladDavidzon;Sat Feb 12 11:59:19 +0000 2022;RT @yarotrof: War drums beating louder. U.S. orders most diplomats out of Ukraine, suspends consular services in Kyiv. Russia, too, begins…;Between NYC/Odessa/Paris.;KatyaYushchenko
pschokhani;Sat Feb 12 11:59:16 +0000 2022;RT @sibelterhaar: I reject war and pursue peace. #Ukraine #Russia #RussiaUkraine https://t.co/beCJnRueUo;Mumbai, India;KatyaYushchenko
EmmaSengsta;Sat Feb 12 11:59:13 +0000 2022;RT @fmdiscr: 'The Anglo-Saxons want war': Russia accuses the West of provoking conflict as US spooks say Putin 'has decided to invade Ukrai…;Cologne-Rhineland-World;KatyaYushchenko
DocBrock53;Sat Feb 12 11:59:12 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Orlando, FL;KatyaYushchenko
WhyUToo;Sat Feb 12 11:59:10 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;California;KatyaYushchenko
beatylus;Sat Feb 12 11:58:55 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Canada;KatyaYushchenko
momenzellmii;Sat Feb 12 11:58:46 +0000 2022;"RT @RoyalIntel_: #Breaking #Urgent #UkraineCrisis #RussiaUkraine #Russia

Per AP, the US Embassy in Ukraine is being evacuated.

Biden will…";Irbil, Kurdistan, Iraq ;KatyaYushchenko
MarvineODiddy;Sat Feb 12 11:58:42 +0000 2022;RT @JDugudichi: War mongers globalists will stage a false flag attack on Ukraine and blame it on Russia just to start the war.;Marvin's Room.;KatyaYushchenko
_ace17king;Sat Feb 12 11:58:42 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Future💮;KatyaYushchenko
jakebebber;Sat Feb 12 11:58:41 +0000 2022;RT @KatyaYushchenko: It really hurts that Russia has been able to build its military and conduct its current war in Ukraine with the money…;Pensacola, FL;KatyaYushchenko
allwin_ark;Sat Feb 12 11:58:37 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";SG;KatyaYushchenko
theKVGT;Sat Feb 12 11:58:34 +0000 2022;RT @palkisu: U.S. predicts “a rapid assault on Kyiv before Feb 20,” evacuates embassy, asks citizens to leave. Russia says Washington is fa…;India;KatyaYushchenko
hayesstw;Sat Feb 12 11:58:27 +0000 2022;RT @maxseddon: Russia and US are both evacuating their diplomatic staff from Ukraine, with each side accusing the other of planning some so…;Tshwane, Gauteng, South Africa;KatyaYushchenko
DockKing1;Sat Feb 12 11:58:27 +0000 2022;RT @stopsilencing2: It’s very depressing that we have to worry about whether Russia is truly a dire threat to Ukraine or if this is being m…;USA;KatyaYushchenko
JTLTMT;Sat Feb 12 11:58:23 +0000 2022;RT @JDugudichi: War mongers globalists will stage a false flag attack on Ukraine and blame it on Russia just to start the war.;New York, NY;KatyaYushchenko
WhoIsMarkRamos;Sat Feb 12 11:58:22 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Teletron-1;KatyaYushchenko
AwakenUnite;Sat Feb 12 11:58:21 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;The Universe ;KatyaYushchenko
SianRichardsBBC;Sat Feb 12 11:58:04 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";Berkhamsted, Hertfordshire;KatyaYushchenko
rebkettlebells;Sat Feb 12 11:58:02 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Wylie, TX;KatyaYushchenko
LouiseEwings70;Sat Feb 12 11:58:01 +0000 2022;RT @DailyMailUK: Russia blames fears of a Ukraine invasion on the 'Anglo-Saxon need for war' https://t.co/N6Eu71ZoUT;United Kingdom;KatyaYushchenko
jacek_dulinski;Sat Feb 12 11:57:58 +0000 2022;RT @KatyaYushchenko: It really hurts that Russia has been able to build its military and conduct its current war in Ukraine with the money…;Warsaw, Poland;KatyaYushchenko
Lewis33733966;Sat Feb 12 11:57:54 +0000 2022;"RT @SilingWu: An antiwar rally in Kiev in front of US embassy in Ukraine. 

The protesters demand from US to stop intereference in Ukraine…";England, United Kingdom;KatyaYushchenko
Amanda77602292;Sat Feb 12 11:57:46 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Dublin City, Ireland;KatyaYushchenko
IrmaMichelidaki;Sat Feb 12 11:57:43 +0000 2022;"RT @Heiko_Jessayan: Reasonable insights and questions by @TuckerCarlson
and @TulsiGabbard to stop this craziness and 🥁 🥁 war by @NATO @jens…";Crete, Greece;KatyaYushchenko
JonMarcStanley;Sat Feb 12 11:57:18 +0000 2022;"RT @BeattieDoug: This could be a test of NATO cohesion or disruption of that cohesion.

It could be Russia reasserting its position by taki…";Edinburgh;KatyaYushchenko
matt26th;Sat Feb 12 11:57:02 +0000 2022;RT @yarotrof: War drums beating louder. U.S. orders most diplomats out of Ukraine, suspends consular services in Kyiv. Russia, too, begins…;bangkok;KatyaYushchenko
llacigart;Sat Feb 12 11:56:55 +0000 2022;RT @yarotrof: War drums beating louder. U.S. orders most diplomats out of Ukraine, suspends consular services in Kyiv. Russia, too, begins…;atlanta•ish;KatyaYushchenko
politicalwilli;Sat Feb 12 11:56:53 +0000 2022;"RT @GBNEWS: 'I really don't believe that Putin wants to go to war'

Sir Tony Brenton, former Ambassador to Russia discusses the likelihood…";Middle of the Compass Rose;KatyaYushchenko
familydisaster;Sat Feb 12 11:56:50 +0000 2022;RT @KyleWOrton: Sign of the times, distrust in institutions and all that, but still sad that so many are choosing to blame the US releasing…;Sioux Falls, SD;KatyaYushchenko
Free_AnnJ;Sat Feb 12 11:56:43 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;London;KatyaYushchenko
janis_henderson;Sat Feb 12 11:56:43 +0000 2022;"RT @Grouse_Beater: For attention of SNP's McDonald and Smith

Ukraine - A Reminder 

In 2014, a Russia-supported government in Ukraine was…";Paisley;KatyaYushchenko
sorrowmane;Sat Feb 12 11:56:42 +0000 2022;"RT @MadamMiaow: It’s crucial to know how the mainstream media are driving us to war with Russia and China by twisting events &amp; bombarding u…";Deep in the Imperial Core;KatyaYushchenko
Soft_Gelo;Sat Feb 12 11:56:32 +0000 2022;"RT @NewsArenaIndia: Breaking News

Russia is reducing its diplomatic staff in Ukraine. Seems war is inevitable now.";Port Harcourt ;KatyaYushchenko
RadioLemberg;Sat Feb 12 11:56:31 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Manhattan, NY;KatyaYushchenko
houndheavenTN;Sat Feb 12 11:56:24 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Tennessee, USA;KatyaYushchenko
DavidOa20918005;Sat Feb 12 11:56:21 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Earth;KatyaYushchenko
kassim2468;Sat Feb 12 11:56:21 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Tardis. ;KatyaYushchenko
psccongress247;Sat Feb 12 11:56:12 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Federal Capital Territory, Nig;KatyaYushchenko
ardekoyah;Sat Feb 12 11:56:10 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Lagos, Nigeria;KatyaYushchenko
BaconingT;Sat Feb 12 11:56:08 +0000 2022;"RT @MingGao26: You have to expect the Ukrainians sink at least a dozen. This is how things escalate.

https://t.co/9OjNXhbZ4U";Florida, USA;KatyaYushchenko
Marlyn99802970;Sat Feb 12 11:56:01 +0000 2022;RT @MailOnline: Western citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/y7q3r…;Monaco;KatyaYushchenko
Rosemarie4311;Sat Feb 12 11:55:57 +0000 2022;RT @UmlandAndreas: A common Western misperception is that Ukrainians are unhappy about not getting enough direct help from the West. A far…;New England, USA;KatyaYushchenko
RockinTigerFan;Sat Feb 12 11:55:34 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;greenville, s.c.;KatyaYushchenko
ValueHelp;Sat Feb 12 11:55:31 +0000 2022;RT @MarcelHVanHerpe: If there is any unprovoked attack by Russia on Ukraine the West must not only impose severe sanctions, but also prepar…;Indiana, USA;KatyaYushchenko
hodekin1;Sat Feb 12 11:55:26 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…";Leigh-on-Sea, England;KatyaYushchenko
vervet99;Sat Feb 12 11:55:25 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…";Antarctica (sometimes);KatyaYushchenko
bnacharya1;Sat Feb 12 11:55:23 +0000 2022;"RT @ashoswai: Russia has put troops at Ukraine's border, the US has been screaming &amp; preparing for war even if Ukraine is not a member of N…";India;KatyaYushchenko
jeshua_7;Sat Feb 12 11:55:20 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;london;KatyaYushchenko
JPintoBastos;Sat Feb 12 11:55:19 +0000 2022;RT @maxseddon: Russia and US are both evacuating their diplomatic staff from Ukraine, with each side accusing the other of planning some so…;Porto;KatyaYushchenko
CullenYossarian;Sat Feb 12 11:55:11 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Derry, NH;KatyaYushchenko
TegoArcanaDei;Sat Feb 12 11:55:01 +0000 2022;"RT @LadyRebecca_1: If Russia do invade Ukraine &amp; start a war, I will blame the BBC 🔥";Switzerland;KatyaYushchenko
jenny_weyler;Sat Feb 12 11:54:42 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;Massachusetts, USA;KatyaYushchenko
anabenas;Sat Feb 12 11:54:41 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Earth;KatyaYushchenko
Moonbootica;Sat Feb 12 11:54:37 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;Devizes, England;KatyaYushchenko
toddy19;Sat Feb 12 11:54:21 +0000 2022;"RT @Grouse_Beater: For attention of SNP's McDonald and Smith

Ukraine - A Reminder 

In 2014, a Russia-supported government in Ukraine was…";Scotland, Europe ;KatyaYushchenko
kinremy;Sat Feb 12 11:54:19 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Lagos, Nigeria;KatyaYushchenko
TheFinal_Crash;Sat Feb 12 11:54:12 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";Porto Alegre, Brasil 🇧🇷;KatyaYushchenko
StarboyHK;Sat Feb 12 11:54:05 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Hong Kong China;KatyaYushchenko
Sujodamystique;Sat Feb 12 11:54:01 +0000 2022;RT @MrOdanz: If Canada or Mexico (two independent countries) decides to into a military alliance with Russia,the USA will react more than P…;Lagos, Nigeria;KatyaYushchenko
cloverfund;Sat Feb 12 11:53:59 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;New York;KatyaYushchenko
AngelaKorras;Sat Feb 12 11:53:59 +0000 2022;"RT @BeattieDoug: This could be a test of NATO cohesion or disruption of that cohesion.

It could be Russia reasserting its position by taki…"; Australia;KatyaYushchenko
HpfulCanadian;Sat Feb 12 11:53:54 +0000 2022;RT @zachsdorfman: Just want to pause for a second to acknowledge that, if Russia does indeed launch a new war against Ukraine, the Ukrainia…;Toronto, Ontario;KatyaYushchenko
evenoxmyx;Sat Feb 12 11:53:53 +0000 2022;"RT @SilingWu: An antiwar rally in Kiev in front of US embassy in Ukraine. 

The protesters demand from US to stop intereference in Ukraine…";The United Kingdom;KatyaYushchenko
brothermanshaft;Sat Feb 12 11:53:49 +0000 2022;RT @ilya_nuzov: While everyone is trying to compute whether Putin will plunge Europe into a full scale war, we should be cognizant of the f…;Espace Schengen;KatyaYushchenko
yajadiaz7;Sat Feb 12 11:53:46 +0000 2022;RT @daredevdex: @jhwygirl @USEmbassyKyiv @StateDept How is Russia waging war against Ukraine? 100k+ troops in Russia, while NATO has only e…;Caracas Distrito Capital;KatyaYushchenko
dameemstr;Sat Feb 12 11:53:33 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Henderson, NV;KatyaYushchenko
AbdulHamidAhmad;Sat Feb 12 11:53:26 +0000 2022;"RT @gulf_news: Ukraine-Russia crisis: What to know about fears of war
 
The chill of a Cold War hangs over Eastern Europe again https://t.c…";Dubai UAE;KatyaYushchenko
JustMeBeingMe4;Sat Feb 12 11:53:25 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Manchester, England;KatyaYushchenko
explore_learn_C;Sat Feb 12 11:53:10 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;New York, NY;KatyaYushchenko
tari1231;Sat Feb 12 11:53:09 +0000 2022;"RT @MingGao26: You have to expect the Ukrainians sink at least a dozen. This is how things escalate.

https://t.co/9OjNXhbZ4U";Phoenix, AZ;KatyaYushchenko
broncoskolar;Sat Feb 12 11:53:06 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;London;KatyaYushchenko
account21214;Sat Feb 12 11:52:56 +0000 2022;"RT @thesiriusreport: Britain will withdraw all remaining troops in Ukraine by the end of this weekend

That is the Shoigu effect. 

So UK m…";anti imperialism, anti-war;KatyaYushchenko
BeingJWood;Sat Feb 12 11:52:52 +0000 2022;RT @joncoopertweets: At the end of the Cold War, Ukraine was the 3rd largest nuclear power on earth. When the Soviet Union collapsed, Ukrai…;Missouri & other parts yonder;KatyaYushchenko
11Poetic;Sat Feb 12 11:52:50 +0000 2022;"RT @SilingWu: An antiwar rally in Kiev in front of US embassy in Ukraine. 

The protesters demand from US to stop intereference in Ukraine…";India;KatyaYushchenko
_Miroslav_100;Sat Feb 12 11:52:50 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Eastern Europe;KatyaYushchenko
